id,people,seconds
1445,12,0.2
1446,2,0.3
1447,5,0.5
1450,206,0.8
1455,996,2.2
1457,21,0.1
1459,14,0.1
1461,246,0.4
1462,190,0.4
1463,39,0.5
1464,11,0.2
1466,2,0.3
1467,2373,2.1
1470,117,0.6
1471,71,0.8
1472,1,0.3
1474,7,0.1
1475,16,0.3
1476,7,0.2
1477,8,0.4
1479,17,0.4
1480,714,0.9
1482,255,0.3
1483,3,0.2
1485,35,1.2
1487,0,0.3
1488,4,0.2
1494,210,1.0
1495,128,3.7
1496,16840,4.3
1498,31,0.2
1500,27,1.0
1501,3,0.1
1502,0,0.0
1503,1,0.3
1504,7,0.1
1505,6,0.2
1507,20,0.5
1509,0,0.0
1510,313,0.7
1511,196,1.3
1512,6,0.2
1513,5,0.2
1514,5,0.3
1515,3,0.3
1516,2,0.2
1517,63,0.7
1519,240,1.0
1520,1,0.1
1521,0,0.0
1522,3,0.1
1523,1,0.1
1524,1,0.2
1525,0,0.2
1526,2,0.2
1527,1,0.2
1528,35,0.6
1529,13,0.2
1530,2,0.2
1531,2,0.4
1532,3,0.2
1533,19,0.4
1534,39,0.4
1535,4,0.2
1536,4,0.2
1537,2,0.2
1538,2,0.2
1539,2,0.2
1540,3,0.2
1541,3,0.2
1542,3,0.2
1543,4,0.2
1544,9,0.2
1545,11,0.2
1546,0,0.0
1547,4,0.2
1548,30,0.4
1549,5,0.2
1555,15,0.2
1556,6,0.3
1557,8,0.3
1558,4,0.3
1559,5,0.2
1560,10,0.6
1562,3,0.3
1564,522,2.0
1567,54,0.4
1570,20,1.1
1574,27,0.4
1575,2,0.1
1577,21,0.3
1578,15,0.2
1579,12,0.2
1580,12,0.2
1581,13,0.2
1583,9,0.8
1584,0,0.0
1587,12,0.3
1590,5,0.2
1591,6,0.2
1592,4,0.2
1593,3,0.2
1595,316,0.8
1596,55,0.2
1597,11,0.3
1604,35,0.4
1606,705,1.6
1607,44,0.2
1609,107,2.3
1614,27,0.4
1616,10,0.3
1617,243,3.0
1619,8,0.2
1620,8,0.2
1621,6,0.2
1623,16,0.4
1626,1,0.3
1628,54,0.6
1631,0,0.0
1634,188,0.7
1638,61,0.3
1639,58,0.5
1641,88,0.5
1642,246,2.9
1643,85,0.5
1646,12,0.2
1652,2,0.2
1653,3,0.2
1654,2,0.2
1655,2,0.2
1656,2,0.2
1657,3,0.2
1658,3,0.2
1659,2,0.2
1661,1,0.4
1662,39,0.2
1670,139,0.8
1671,8,0.2
1673,2,0.3
1674,42,0.4
1675,14,0.4
1676,19,0.4
1677,46,0.3
1678,11,0.3
1680,8,0.9
1681,275,1.1
1683,8,0.3
1685,1,0.3
1688,39,0.2
1689,7,0.2
1690,27,0.8
1691,77,1.1
1693,138,0.3
1697,82,0.2
1698,29,0.2
1699,311,2.8
1701,3,0.2
1702,10,0.2
1703,7,0.2
1704,3,0.2
1705,10,0.5
1709,135,1.0
1710,14,0.4
1711,34,0.2
1713,31,0.2
1714,42,0.2
1718,3,0.2
