id,people,seconds
418,23,1.3
419,7,0.9
420,14,1.9
421,23,0.9
422,37,1.6
423,7,0.8
424,23,0.8
425,11,0.8
426,0,0.8
427,0,0.8
428,12,0.8
429,13,0.8
430,9,0.8
431,6,0.8
432,0,0.8
433,7,0.8
434,0,0.8
437,36,1.5
438,29,2.1
439,5,1.3
440,14,0.9
441,0,0.8
442,0,0.8
443,10,0.8
444,2,0.8
449,33,0.9
450,1,0.8
451,47,0.8
452,11,0.8
454,2,0.7
458,0,0.9
460,0,0.8
461,2,0.8
463,26,1.0
464,6,11.2
470,28,1.1
471,1,0.9
474,120,8.0
475,64,0.9
478,18,0.9
479,101,5.8
480,2,0.8
482,39,4.1
483,31,2.4
484,67,3.4
485,0,0.2
486,75,2.3
487,1,0.0
490,37,1.6
494,35,0.9
495,76,0.9
505,42,0.9
506,35,0.8
507,9,0.8
508,13,1.1
509,35,1.6
510,27,2.0
513,237,3.7
515,62,0.9
516,64,1.0
517,24,1.0
518,209,3.0
519,20,0.9
520,36,6.9
521,46,1.6
529,7,1.7
532,12,0.9
533,4,0.7
534,27,2.7
539,10,1.6
540,145,5.0
541,8,0.8
542,17,0.8
543,0,0.8
544,3,0.0
547,7,1.5
550,125,8.5
551,5,1.9
558,9,0.8
559,36,4.1
560,79,2.2
561,78,2.1
562,49,2.1
563,35,2.1
564,27,2.4
565,12,1.8
566,28,2.6
567,28,2.4
571,1,0.8
572,3,0.9
573,40,3.3
574,6,0.8
576,2,1.7
578,3,1.6
579,1,0.8
580,31,0.0
581,15,1.4
586,100,24.3
588,22,0.8
589,19,0.2
591,30,0.2
593,14,0.9
597,3,0.8
598,15,0.8
601,6,0.0
602,13,3.0
604,38,1.7
605,35,4.2
611,16,1.6
612,116,6.1
613,4,1.2
614,197,0.8
616,2,0.0
617,0,0.1
619,58,1.3
620,29,0.9
621,25,0.8
622,28,3.0
624,7,0.8
625,0,0.1
632,20,2.3
633,5,0.8
642,20,0.8
643,26,0.8
644,13,3.1
645,11,0.8
651,2,3.5
658,213,10.0
663,38,4.0
667,1,0.0
669,82,2.0
670,94,2.3
671,0,0.2
672,14,0.9
673,0,0.8
674,98,4.3
676,0,0.1
682,90,7.6
683,33,1.4
686,1,0.0
687,7,0.9
688,40,2.6
692,62,2.3
694,39,1.9
695,34,1.9
696,58,2.4
697,1837,23.1
699,42,8.4
700,738,4.5
703,34,2.6
704,35,1.7
705,304,9.7
707,37,0.9
714,1,1.0
715,2,1.2
716,2,1.0
717,171,2.1
718,191,2.0
719,77,2.3
720,3049,20.6
721,597,36.5
722,1194,1.4
724,23,1.1
732,8,0.9
745,19,1.0
752,163,1.0
757,39,2.7
758,2,0.9
762,9,0.7
763,48447,201.1
764,1,0.6
771,16,1.7
772,26,1.0
773,26,1.0
775,10,0.7
778,96,6.7
779,39,0.7
780,155,0.7
781,30,2.2
782,237,2.2
783,10,3.2
784,479,8.2
785,101,1.3
787,403,1.4
789,16,1.5
794,10,0.9
801,176,0.9
808,0,0.7
810,19,2.1
811,162,1.0
815,7,1.4
816,17,0.7
817,18,0.6
818,234,1.5
819,20,0.7
820,14,0.7
825,10,0.7
828,1951,13.1
829,37,0.7
830,636,43.5
835,111,0.7
837,37,1.4
838,21,1.4
839,11,1.3
840,15,3.8
841,8,0.8
842,58,1.2
844,48,1.8
845,27,1.8
846,19,1.6
847,78,2.5
848,7,1.4
849,75,1.3
850,11,1.6
851,97,1.1
852,45,0.7
853,82,3.0
859,18,2.0
860,2,0.0
862,1,0.0
863,77,1.3
864,73,1.7
868,11,0.0
871,25,0.7
875,55,1.6
879,0,0.1
883,6,0.7
884,13,0.8
885,6,0.7
886,6,0.7
889,20,1.3
890,3,0.7
892,49,4.4
893,207,1.0
895,1,0.6
896,8,0.7
898,1,0.7
900,1,0.7
901,1,0.7
902,0,0.1
903,0,0.7
904,0,0.7
905,2,0.7
907,6,0.7
908,1,0.7
909,4,0.7
910,1,0.7
911,4,0.7
912,1,0.7
913,35,0.8
914,2,0.7
915,6,1.6
916,32,1.3
917,16,1.3
918,14,0.9
919,105,0.8
920,57,1.4
922,101,1.5
923,30,1.4
924,29,1.4
925,22,1.4
926,47,1.3
929,63,1.7
931,40,0.7
933,31,0.7
934,16,3.3
935,9,2.0
936,47,4.0
937,25,2.7
938,8,1.3
939,157,3.4
940,374,22.8
941,1,0.7
942,6,0.7
943,1,0.7
944,7,0.7
945,2,0.7
946,10,0.7
948,2,0.5
950,7,0.8
951,1,0.7
952,2,0.7
953,2,0.7
955,3,0.7
956,8,0.0
957,0,0.7
959,1,0.0
960,17,0.7
961,28,0.7
962,19,0.7
963,8,0.7
964,17,0.7
966,12,0.8
967,12,1.0
968,8,1.1
969,7,1.3
970,18,0.7
971,35,3.5
973,9,1.4
974,25,2.3
978,24,7.1
979,149,4.5
980,1727,4.4
984,26,0.7
988,120,3.3
989,23,0.7
990,29,2.0
991,55,0.7
992,197,2.7
993,63,0.8
994,21,3.0
996,10,0.7
999,339,3.6
1000,18,2.2
1001,25,1.3
1002,0,0.1
1003,63,0.7
1004,11,0.7
1005,35,2.7
1007,3,0.7
1009,13,0.8
1010,2,0.7
1012,47,1.4
1018,251,5.7
1020,937,5.7
1021,69,0.9
1024,9,0.7
1026,10,3.8
1033,28,0.7
1034,85,1.3
1035,207,5.6
1037,22,0.7
1038,169,3.4
1042,5,0.7
1043,6,0.7
1047,12,1.4
1049,32,0.8
1055,194,14.0
1056,17,0.7
1059,26,0.0
1061,0,0.6
1062,20,2.0
1064,2,0.6
1065,22,2.2
1066,8,1.4
1067,5,0.7
1069,0,0.6
1071,0,0.1
1074,4,0.7
1077,0,0.1
1078,208,5.8
1079,526,8.2
1080,71,0.9
1081,29,0.9
1082,36,2.0
1084,332,10.2
1085,7,0.8
1086,16263,18.8
1087,0,0.1
1088,0,0.1
1089,15,0.8
1090,428,1.7
1091,544,7.0
1092,10,0.8
1095,0,0.5
1098,35,0.9
1099,2,0.7
1102,10,0.7
1105,199,1.4
1106,58,0.0
1107,94,2.6
1108,96,0.6
1109,5,0.0
1110,89,0.0
1111,4,0.0
1112,0,0.1
1113,0,0.1
1114,1,0.0
1115,0,0.1
1116,2,0.7
1118,11,0.7
1119,48,0.7
1120,17,0.7
1121,17,0.7
1122,36,2.1
1124,42,0.7
1125,9,0.7
1126,7,0.7
1127,18,2.1
1128,3,0.7
1130,22,1.4
1131,5,0.7
1132,571,7.4
1135,13,0.7
1136,7,0.7
1137,108,3.0
1142,25,0.8
1143,38,3.5
1147,1255,12.4
1148,20,0.8
1150,37,1.3
1151,15,0.7
1152,115,4.6
1153,292,2.0
1154,282,2.0
1155,124,2.0
1156,108,2.0
1160,55,2.2
1164,0,0.1
1172,432,0.7
1173,68,4.5
1175,31,1.5
1179,35,2.0
1180,300,11.3
1184,25,1.4
1189,19,0.8
1190,73,8.8
1192,1,0.7
1193,23,0.7
1194,40,1.5
1195,107,1.1
1196,165,6.7
1205,88,4.5
1209,28,2.2
1211,14,0.7
1214,366,7.5
1215,11,0.7
1216,66,0.7
1217,6,0.7
1218,6,0.7
1219,4,0.7
1220,19,0.7
1221,3,0.7
1222,1,0.0
1228,3,0.7
1229,19,1.4
1232,122,6.2
1233,101,0.9
1234,181,0.9
1235,140,0.9
1236,30,0.9
1238,5,0.7
1240,291,7.4
1243,97,7.1
1247,44,9.3
1248,72,1.5
1249,16,0.0
1252,22,0.7
1253,22,0.7
1254,530,1.6
1257,43,1.4
1259,132,2.1
1260,148,0.7
1265,2,0.7
1266,5,0.9
1267,16,3.3
1268,7,0.8
1269,1,0.9
1270,2,0.7
1271,16,0.9
1272,18,0.8
1273,9,0.7
1274,773,4.8
1275,11,0.8
1276,34,2.2
1277,15,0.7
1278,0,0.7
1279,0,0.1
1280,5,2.6
1283,38,0.7
1284,38,0.6
1285,0,0.0
1286,0,0.0
1287,0,0.0
1288,0,0.1
1290,11,0.7
1291,5,0.9
1292,2,0.8
1293,4,0.8
1294,0,0.1
1295,15,1.4
1296,2391,5.3
1297,7,0.8
1298,1,0.6
1299,4,0.7
1300,1,0.7
1301,2,0.7
1303,17,0.6
1304,2,0.7
1305,3,0.0
1306,29,1.4
1307,40,1.3
1309,20,0.8
1312,0,0.1
1313,0,0.7
1315,0,0.1
1316,7,0.6
1317,16,2.5
1318,2,0.0
1319,5,0.7
1320,16,0.7
1321,17,0.7
1322,5,0.7
1323,4,0.7
1326,5,0.6
1330,390,5.4
1334,0,0.1
1336,20,0.9
1337,8,0.7
1339,3,0.7
1340,10,0.5
1341,2,0.7
1342,2,0.5
1343,16,3.3
1344,18,3.5
1345,4,1.2
1346,2,1.3
1347,12,0.7
1348,9,0.7
1349,7,1.8
1350,6,1.8
1351,4,1.5
1352,6,1.3
1353,7,1.5
1354,2,0.7
1355,16,0.7
1356,1,0.7
1357,13,0.7
1358,2,0.8
1359,7,0.7
1360,2,0.8
1361,9,0.7
1362,1,0.7
1363,12,0.7
1364,1,0.7
1365,7,0.7
1368,2,0.7
1369,19,0.7
1370,0,0.1
1371,0,0.1
1372,2,0.8
1373,9,0.7
1374,0,0.7
1375,0,0.7
1376,1,0.7
1377,9,0.8
1378,0,0.1
1379,0,0.1
1380,2,0.8
1381,13,0.8
1382,2,0.7
1383,12,0.7
1384,0,0.0
1385,0,0.0
1386,0,0.8
1387,0,0.7
1388,3,0.7
1389,7,0.8
1390,86,2.8
1391,53,1.5
1392,32,1.5
1393,71,2.9
1394,28,1.2
1395,22,1.0
1396,19,1.3
1397,18,0.7
1398,7,0.7
1399,6,0.7
1400,2,0.6
1401,6,0.8
1402,7,0.7
1403,10,0.9
1404,18,0.8
1405,42,0.8
1406,41,0.9
1407,216,1.5
1410,8,1.4
1411,56,1.2
1413,26,0.7
1417,14,2.6
1418,7,2.6
1421,39,1.3
1422,29,2.0
1425,18,0.7
1426,69,0.7
1427,67,0.7
1428,12,0.7
1429,78,1.1
1430,206,1.4
1433,4,0.1
1438,211,7.2
1439,15,0.7
1441,108,5.2
1442,24,0.7
1443,5,0.7
1445,12,0.7
1446,2,0.0
1447,5,4.5
1450,206,3.7
1455,996,12.8
1457,21,0.6
1459,14,0.7
1461,246,1.4
1462,190,4.1
1463,39,0.7
1464,11,0.8
1466,2,0.0
1467,2368,12.9
1470,117,1.8
1471,71,4.5
1472,1,0.0
1474,7,0.7
1475,16,0.7
1476,7,0.7
1477,8,1.1
1479,17,1.3
1480,714,4.9
1482,255,0.9
1483,3,1.9
1485,35,0.8
1487,0,0.7
1488,4,0.7
1494,210,2.0
1495,128,1.1
1496,16837,14.1
1498,31,0.7
1500,27,2.7
1501,3,0.7
1502,0,0.1
1503,1,0.0
1504,7,0.7
1505,6,0.7
1507,20,1.3
1509,0,0.1
1510,310,3.6
1511,196,8.2
1512,6,0.7
1513,5,0.7
1514,5,0.7
1515,3,0.7
1516,2,0.7
1517,63,2.0
1519,239,5.9
1520,1,0.5
1521,0,0.1
1522,3,0.6
1523,1,0.6
1524,1,0.6
1525,0,0.6
1526,2,0.6
1527,1,0.6
1528,35,1.6
1529,13,0.7
1530,2,0.7
1531,2,0.0
1532,3,0.7
1533,19,1.2
1534,39,1.3
1535,4,0.7
1536,4,0.7
1537,2,0.7
1538,2,0.7
1539,2,0.7
1540,3,0.7
1541,3,0.7
1542,3,0.7
1543,4,0.7
1544,9,0.7
1545,11,0.8
1546,0,0.1
1547,4,0.7
1548,30,1.1
1549,5,0.7
1555,15,0.7
1556,6,1.3
1557,8,0.7
1558,4,0.7
1559,5,0.7
1560,10,1.5
1562,3,0.0
1564,522,298.2
1567,54,2.7
1570,20,0.8
1574,27,1.2
1575,2,0.7
1577,21,1.0
1578,15,1.3
1579,12,1.3
1580,12,1.3
1581,13,0.7
1583,9,0.7
1584,0,0.1
1587,12,0.7
1590,5,0.7
1591,6,0.7
1592,4,0.7
1593,3,0.7
1595,316,0.7
1596,55,0.7
1597,11,1.3
1604,35,1.2
1606,704,0.9
1607,44,0.7
1609,107,0.9
1614,27,1.0
1616,10,1.3
1617,243,7.5
1619,8,0.7
1620,8,0.7
1621,6,0.7
1623,16,0.7
1626,1,0.0
1628,54,1.7
1631,0,0.1
1634,188,2.1
1638,61,0.0
1639,58,1.6
1641,88,3.2
1642,246,7.8
1643,85,1.3
1646,12,0.7
1652,2,0.6
1653,3,0.7
1654,2,0.7
1655,2,0.8
1656,2,0.7
1657,3,0.8
1658,3,0.7
1659,2,0.8
1661,1,0.0
1662,39,0.7
1670,139,4.1
1671,8,0.7
1673,2,0.0
1674,42,1.2
1675,14,1.1
1676,19,0.8
1677,46,0.7
1678,11,0.7
1680,8,2.4
1681,274,6.8
1683,8,0.6
1685,1,0.0
1688,39,0.6
1689,7,0.7
1690,27,4.7
1691,77,2.3
1693,138,0.7
1697,82,0.7
1698,29,0.7
1699,311,1.6
1701,3,0.7
1702,10,0.7
1703,7,0.7
1704,3,0.7
1705,10,2.6
1709,135,2.4
1710,14,1.1
1711,34,0.8
1713,31,0.7
1714,42,0.7
1718,3,0.5
